,Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
51,True,,Breakfast of Champions,1999,R,18 Feb 1999,110 min,Comedy,Alan Rudolph,"Kurt Vonnegut Jr., Alan Rudolph","Bruce Willis, Nick Nolte, Albert Finney",A rich car dealer is losing his mind. His son lives in the bomb shelter. His suicidal wife has an affair with his transvestite sales manager.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTU4MDU4NTkwOF5BMl5BanBnXkFtZTcwNjAzNTUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,4.6,"7,885",tt0120618,movie,NaN,"$178,278",NaN,NaN
52,True,,Brokedown Palace,1999,PG-13,13 Aug 1999,100 min,"Drama, Mystery, Thriller",Jonathan Kaplan,"Adam Fields, David Arata","Claire Danes, Kate Beckinsale, Bill Pullman",Two women are arrested for smuggling while vacationing in Thailand.,"English, Thai",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BOWY1NmVmNzctYTFkMC00MmNlLTkzNzgtNWZmODc3YTdiYWI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.5,"22,327",tt0120620,movie,15 Feb 2000,"$10,115,013",NaN,NaN
53,True,,Giving It Up,1999,R,11 Sep 1999,90 min,"Comedy, Romance",Christopher Kublan,"Christopher Kublan, Daniel Einfeld","Mark Feuerstein, Amy Redford, Dabney Coleman","Womanizing New York adman attempts to identify the causes of, and find a remedy for, his so-called addiction to sex, in order to win the love of a woman he respects.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMzQ1YzYwNDQtNWI4ZS00M2I5LWE3NGEtZWM3OTI2NzA2OGIxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",NaN,4.4,406,tt0120628,movie,01 Jul 2003,NaN,NaN,NaN
54,True,,The Deep End of the Ocean,1999,PG-13,12 Mar 1999,106 min,Drama,Ulu Grosbard,"Jacquelyn Mitchard, Stephen Schiff","Michelle Pfeiffer, Treat Williams, Whoopi Goldberg","A film about a family's reaction when Ben, the youngest son is kidnapped and then found nine years later, living in the same town, where his family had just moved.",English,United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTYzYTQ0MDUtN2QwYy00ZDFmLWFlYWMtNDhlOTJhZWE4ZTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.4,"13,645",tt0120646,movie,06 Mar 2001,"$13,898,649",NaN,NaN
55,True,,Dogma,1999,R,12 Nov 1999,130 min,"Adventure, Comedy, Drama",Kevin Smith,Kevin Smith,"Ben Affleck, Matt Damon, Linda Fiorentino",An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.,English,United States,8 nominations,https://m.media-amazon.com/images/M/MV5BYzAyOWUyZjQtNDBiMy00ZDExLTgwNmMtZDdmY2ViNzkyN2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.3,"212,575",tt0120655,movie,17 Dec 2002,"$30,652,890",NaN,NaN
56,True,,The 13th Warrior,1999,R,27 Aug 1999,102 min,"Action, Adventure, History","John McTiernan, Michael Crichton","Michael Crichton, William Wisher, Warren Lewis","Antonio Banderas, Diane Venora, Dennis Storhøi","A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embro","English, Latin, Swedish, Norse, Old, Danish, Arabic",United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNDZhZDk0ZTktZmNhMC00YTU1LWEwY2YtZmIyMWM5MTNlNDEwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.6,"120,668",tt0120657,movie,25 Jan 2005,"$32,698,899",NaN,NaN
57,True,,On the Run,1999,NaN,29 Jan 1999,94 min,"Comedy, Crime",Bruno de Almeida,"Bruno de Almeida, Jonathan Berman, Joseph Minion","Michael Imperioli, John Ventimiglia, Drena De Niro","Albert is an introverted travel agent living a lonely life in New York. When Louie, his best friend from childhood, appears having just escaped from prison, Albert's quiet existence is permanently disrupted. what ensues is one long, ",English,"United States, Portugal, France",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BODMyMDUwNjc3OV5BMl5BanBnXkFtZTYwMDkwNDk5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.1,292,tt0120658,movie,17 Jun 2003,NaN,NaN,NaN
58,True,,Eye of the Beholder,1999,R,28 Jan 2000,109 min,"Drama, Mystery, Thriller",Stephan Elliott,"Marc Behm, Stephan Elliott","Ewan McGregor, Ashley Judd, Patrick Bergin","A private eye shadows a female serial killer of men all over the U.S. without her knowing as he, strangely enough, occasionally acts as her guardian angel.",English,"Canada, United Kingdom, Australia, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BNzUzMWY1NTItMTE3MS00YWQ3LWJkZDQtY2IyZDZjZDhkYjA2XkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.0,"15,131",tt0120662,movie,26 Sep 2006,"$16,500,786",NaN,NaN
59,True,,Eyes Wide Shut,1999,R,16 Jul 1999,159 min,"Drama, Mystery, Thriller",Stanley Kubrick,"Stanley Kubrick, Frederic Raphael, Arthur Schnitzler","Tom Cruise, Nicole Kidman, Todd Field","A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing.",English,"United Kingdom, United States",12 wins & 30 nominations,https://m.media-amazon.com/images/M/MV5BN2ZhNjI5MGItMzMwZS00N2VhLWE2NTEtNjFmZmRiYzZlNGVmXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.4,"319,370",tt0120663,movie,11 Oct 2005,"$55,691,208",NaN,NaN
60,True,,Gloria,1999,R,22 Jan 1999,108 min,"Crime, Drama, Thriller",Sidney Lumet,"John Cassavetes, Steve Antin","Sharon Stone, Jean-Luke Figueroa, Jeremy Northam","After serving three years in prison covering for her gangster boyfriend, Kevin, Gloria returns to New York City for the money she was promised. Inside Kevin's base of operations, she finds 7 year old Nicky, whose family has been kill",English,United States,6 nominations,https://m.media-amazon.com/images/M/MV5BZjYyZDI5MDUtMjBlMy00ZTU3LWE1NDMtY2Q1ZDU1N2E2Nzc0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,5.2,"5,722",tt0120683,movie,03 Mar 2015,"$4,197,729",NaN,NaN
61,True,,The Green Mile,1999,R,10 Dec 1999,189 min,"Crime, Drama, Fantasy",Frank Darabont,"Stephen King, Frank Darabont","Tom Hanks, Michael Clarke Duncan, David Morse","The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.","English, French",United States,Nominated for 4 Oscars. 15 wins & 37 nominations total,https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,8.6,"1,208,774",tt0120689,movie,13 Jun 2000,"$136,801,374",NaN,NaN
62,True,,In Dreams,1999,R,15 Jan 1999,100 min,"Drama, Fantasy, Thriller",Neil Jordan,"Bari Wood, Bruce Robinson, Neil Jordan","Annette Bening, Robert Downey Jr., Katie Sagona","A suburban housewife learns that she has a dreamworld connection to a serial murderer, and must stop him from killing again.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BZmU2MzgxZWItOTI4Ni00NTk2LWI3NGMtZDUwZjNlYmNlYTBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}]",NaN,5.5,"12,865",tt0120710,movie,29 Aug 2000,"$12,017,369",NaN,NaN
63,True,,Jakob the Liar,1999,PG-13,24 Sep 1999,120 min,"Drama, War",Peter Kassovitz,"Jurek Becker, Peter Kassovitz, Didier Decoin","Robin Williams, Hannah Taylor Gordon, Éva Igó","During World War II, an ordinary inhabitant of a ghetto fakes news about Allied offensives to inspire hope for other victims of the Nazi regime.",English,"United States, France, Germany",2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMDI1ZDVmZTAtMmE3YS00MTY4LTlmMWYtODJmYzk2ODcwMTdkXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.5,"16,926",tt0120716,movie,21 Mar 2000,"$4,956,401",NaN,NaN
64,True,,"Mike Mercer, Freshman",1999,R,NaN,NaN,NaN,Brian Altman,Brian Altman,NaN,NaN,English,USA,NaN,NaN,[],NaN,NaN,NaN,tt0120752,movie,NaN,NaN,NaN,NaN
65,True,,The Mod Squad,1999,R,26 Mar 1999,92 min,"Action, Crime, Thriller",Scott Silver,"Buddy Ruskin, Stephen Kay, Scott Silver","Claire Danes, Omar Epps, Giovanni Ribisi","Three problem teens sent to jail are offered a deal to work with an undercover cop, uncover an intricate drug ring and are caught in a deadly set-up. With cops on their trail, they have little time to solve the case and clear their n",English,United States,7 nominations,https://m.media-amazon.com/images/M/MV5BMTQyMzgyNTc5Ml5BMl5BanBnXkFtZTcwNzE0ODI1NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",16,4.3,"8,988",tt0120757,movie,01 May 2001,"$13,263,993",NaN,NaN
66,True,,My Favorite Martian,1999,PG,12 Feb 1999,94 min,"Comedy, Family, Sci-Fi",Donald Petrie,"John L. Greene, Sherri Stoner, Deanna Oliver","Christopher Lloyd, Jeff Daniels, Elizabeth Hurley",A Martian lands on Earth and makes friends with a reporter.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMGJmMGY1MmQtYzllNy00MWM5LWE2MDUtNWViZGI1MWY1ZWMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.1,"13,319",tt0120764,movie,31 Dec 2002,"$36,850,101",NaN,NaN
67,True,,One Man's Hero,1999,R,08 Oct 1999,121 min,"Action, Drama, History",Lance Hool,Milton S. Gelman,"Tom Berenger, Joaquim de Almeida, Daniela Romo","John Riley, an Irish immigrant soldier recruited in the American army during the Mexican-American War faces anti-immigrant and anti-Catholic bigotry from his fellow servicemen and defects to the Mexican army.","English, Spanish","Mexico, United States, Spain",3 nominations,https://m.media-amazon.com/images/M/MV5BMTg3ODc4MzU3Ml5BMl5BanBnXkFtZTcwMjUwOTc2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,6.1,"1,222",tt0120775,movie,20 Mar 2017,"$240,067",NaN,NaN
68,True,,Payback,1999,R,05 Feb 1999,100 min,"Action, Crime, Drama",Brian Helgeland,"Donald E. Westlake, Brian Helgeland, Terry Hayes","Mel Gibson, Gregg Henry, Maria Bello","After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money.",English,United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BN2YxYTUyMTItYmU4ZS00OTIzLWIwMWQtMDY3NzRiMmIyMWMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,7.1,"135,285",tt0120784,movie,27 Jul 1999,"$81,526,121",NaN,NaN
69,True,,Jaime,1999,NaN,11 Apr 1999,111 min,Drama,António-Pedro Vasconcelos,"Carlos Saboga, António-Pedro Vasconcelos","Saúl Fonseca, Fernanda Serrano, Joaquim Leitão","A woman takes her young son, leaves her husband and moves in with her lover. The boy, desperate to get his parents back together, becomes convinced that if only he can get his father's stolen motorcycle back everything will be fine a",Portuguese,"Portugal, Brazil, Luxembourg",7 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BYjNkODZlM2UtZjU5YS00ZDU5LThmY2ItOTc3YWEwNjlmNDAwXkEyXkFqcGdeQXVyMjUyMTE3MTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",NaN,7.0,"1,093",tt0120790,movie,NaN,NaN,NaN,NaN
70,True,,Pushing Tin,1999,R,23 Apr 1999,124 min,"Comedy, Drama, Romance",Mike Newell,"Darcy Frey, Glen Charles, Les Charles","John Cusack, Billy Bob Thornton, Cate Blanchett","A feud develops between two air traffic controllers: one cocky and determined while the other is restrained and laidback, which inevitably affects their lives.","English, French","United States, Germany",2 nominations,https://m.media-amazon.com/images/M/MV5BZWNiMDdmNzUtOWE0MC00MjViLTkyOTctYTI0ZmUzOTU4ZTBiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.0,"29,044",tt0120797,movie,06 Jun 2006,"$8,408,835",NaN,NaN
71,True,,...Quando Troveja,1999,NaN,04 Feb 2000,92 min,"Drama, Mystery",Manuel Mozos,"Manuel Mozos, Jeanne Waltz","Miguel Guilherme, Elsa Valentim, José Wallenstein","The relationship between António and Ruth ends unexpectedly when Ruth decides to live with Pedro, António's best friend. António doesn't fight back and lets himself drown. From the woods come Violeta and Gaspar, two strange beings, a",Portuguese,Portugal,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BZTEyZGY0ZjktNGIwMi00Mjg0LWJhZmUtMDU5MjI0ODk1MmJjXkEyXkFqcGdeQXVyNDg5MjMyMTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",NaN,5.6,120,tt0120798,movie,NaN,NaN,NaN,NaN
72,True,,Sherdil,1999,Not Rated,22 Oct 1999,97 min,Family,"Gita Mallik, David Flamholc",Gita Mallik,"Rebecka Liljeberg, Hanna Alström, Sebastian Hulthén",Sanna is a young girl who wishes nothing else then a very own horse. One day on her way to school she ends up in a stable where three Arabian horses is being held in quarantine. The horses are a gift from a foreign country to the Swe,Swedish,Sweden,NaN,https://m.media-amazon.com/images/M/MV5BZDBjMjg1ZjYtNzE3Ni00YzU2LWIzNDYtYzI4ZTAyYzI3YmQ1XkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",NaN,3.8,520,tt0120822,movie,NaN,NaN,NaN,NaN
73,True,,The Sky Is Falling,1999,PG-13,07 Jun 2001,105 min,"Comedy, Drama",Florrie Laurence,Florrie Laurence,"Dedee Pfeiffer, Laura Leighton, Teri Garr","A young woman, struggling to become a novelist, has her life go into a tailspin. Her first novel is rejected, her non-committal boy friend decides to take a powder, her best friend moves to Mexico for an acting job, and her mother an",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYjgwZTBlM2ItMWM2MC00MWY1LTg3N2UtYjg5NWRhZDA4MTM1XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",NaN,6.1,372,tt0120829,movie,NaN,NaN,NaN,NaN
74,True,,Snow Falling on Cedars,1999,PG-13,07 Jan 2000,127 min,"Drama, Mystery, Romance",Scott Hicks,"David Guterson, Ronald Bass, Scott Hicks","Ethan Hawke, Max von Sydow, Yûki Kudô","A Japanese-American fisherman is accused of killing his neighbor at sea. In the 1950s, race figures into the trial. So does reporter Ishmael.","English, Japanese, German",United States,Nominated for 1 Oscar. 5 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BYWYzN2I5NWItYTdmNS00ZWNmLWI0MWItMTJhN2FjMjY3MDQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.8,"14,007",tt0120834,movie,22 May 2007,"$14,417,593",NaN,NaN
75,True,,Lost & Found,1999,PG-13,23 Apr 1999,100 min,"Comedy, Romance",Jeff Pollack,"J.B. Cook, Marc Meeks, David Spade","David Spade, Sophie Marceau, Ever Carradine","In order to impress his beautiful French neighbor, Dylan Ramsey dognaps her pet pooch so he can return him and become a hero. Unfortunately, things do not work out as planned.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNGRlYzZjMzMtYTljZi00MWM2LWJlNzAtYTI1ZDA1Y2Y4OTg1XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",19,5.1,"6,452",tt0120836,movie,01 Jan 2011,"$6,552,255",NaN,NaN
76,True,,Tarzan,1999,G,18 Jun 1999,88 min,"Animation, Adventure, Comedy","Chris Buck, Kevin Lima","Tab Murphy, Bob Tzudiker, Noni White","Tony Goldwyn, Minnie Driver, Brian Blessed",A man raised by gorillas must decide where he really belongs when he discovers he is a human.,English,"United States, United Kingdom",Won 1 Oscar. 11 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BY2ZiYWUxN2ItYmQxZi00NDlkLWE2NDAtOTNmYTg1MDI0NDk1XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.3,"213,486",tt0120855,movie,01 Mar 2013,"$171,091,819",NaN,NaN
77,True,,Un tè con Mussolini,1999,PG,14 May 1999,117 min,"Comedy, Drama, War",Franco Zeffirelli,"John Mortimer, Franco Zeffirelli","Maggie Smith, Judi Dench, Joan Plowright",An orphaned Italian boy is raised amongst a circle of British and American women living in Mussolini's Italy before and during World War II.,"English, Italian","Italy, United Kingdom",5 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMGNkOTMwMTMtZjg4Mi00MmU3LTkzNjYtZTc2MzQ2OTZmNGU1XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.9,"13,135",tt0120857,movie,01 May 2001,"$14,401,563",NaN,NaN
78,True,,Titus,1999,R,11 Feb 2000,162 min,"Drama, History, Thriller",Julie Taymor,"William Shakespeare, Julie Taymor","Anthony Hopkins, Jessica Lange, Osheen Jones","Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family.","English, Latin","United Kingdom, Italy, United States",Nominated for 1 Oscar. 4 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BOTE0ZWY5N2UtZTlmMy00NGIwLTg4MGItMzkzYTY5OTYyOWIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.1,"20,276",tt0120866,movie,18 Apr 2006,"$2,007,290",NaN,NaN
79,True,,Don't Go Breaking My Heart,1999,NaN,12 Feb 1999,95 min,"Comedy, Romance, Sport",Willi Patterson,Geoff Morrow,"Jenny Seagrove, Anthony Edwards, Charles Dance","Well meaning friends try to persuade Suzanne, a beautiful widow, to remarry and the choice seems to be between Frank, a philandering dentist, and Tony, a sensitive, failing sports trainer who helps her son.",English,United Kingdom,NaN,https://m.media-amazon.com/images/M/MV5BMTczODE5MDM4NF5BMl5BanBnXkFtZTcwMjUxODgxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",NaN,5.5,401,tt0120876,movie,05 Jul 2011,NaN,NaN,NaN
80,True,,Wild Wild West,1999,PG-13,30 Jun 1999,106 min,"Action, Comedy, Sci-Fi",Barry Sonnenfeld,"Jim Thomas, John Thomas, S.S. Wilson","Will Smith, Kevin Kline, Kenneth Branagh","The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War.",English,United States,15 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BYmYyMTc4YjItMGNhNC00OWQwLWJhMWUtNTdjZDgxMDI5MjE2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,4.9,"156,752",tt0120891,movie,30 Nov 1999,"$113,804,681",NaN,NaN
